"A","A1","A2","A3","A4","A5","A6","B","Calc_rho","power_scalar","rho_temp","sum_C1","Time"
3.7807,0.20826,0.78968,0.94192,1.3335,0.29317,0.21411,0.89443,0.0011277,0.99682,0.00014122,16.836,64.7
3.7808,0.20825,0.78966,0.94196,1.3336,0.29318,0.21412,0.89443,0.0011277,0.99686,0.0001412,16.835,64.8
3.7809,0.20825,0.78964,0.94199,1.3337,0.29319,0.21413,0.89443,0.0011276,0.9969,0.00014118,16.835,64.9
3.781,0.20825,0.78962,0.94203,1.3337,0.2932,0.21414,0.89443,0.0011276,0.99694,0.00014115,16.835,65
3.7811,0.20824,0.7896,0.94207,1.3338,0.29321,0.21415,0.89443,0.0011276,0.99698,0.00014113,16.835,65.1
3.7812,0.20824,0.78959,0.94211,1.3339,0.29323,0.21416,0.89443,0.0011275,0.99702,0.00014111,16.834,65.2
3.7813,0.20824,0.78957,0.94215,1.3339,0.29324,0.21417,0.89443,0.0011275,0.99706,0.00014108,16.834,65.3
3.7814,0.20824,0.78955,0.94219,1.334,0.29325,0.21418,0.89443,0.0011274,0.9971,0.00014106,16.834,65.4
3.7815,0.20823,0.78953,0.94222,1.334,0.29326,0.21418,0.89443,0.0011274,0.99715,0.00014104,16.834,65.5
3.7816,0.20823,0.78951,0.94226,1.3341,0.29328,0.21419,0.89443,0.0011274,0.99719,0.00014102,16.833,65.6
3.7817,0.20823,0.78949,0.9423,1.3342,0.29329,0.2142,0.89443,0.0011273,0.99723,0.00014099,16.833,65.7
3.7818,0.20822,0.78947,0.94234,1.3342,0.2933,0.21421,0.89443,0.0011273,0.99727,0.00014097,16.833,65.8
3.7819,0.20822,0.78945,0.94238,1.3343,0.29331,0.21422,0.89443,0.0011273,0.99731,0.00014095,16.833,65.9
3.782,0.20822,0.78943,0.94242,1.3344,0.29332,0.21423,0.89443,0.0011272,0.99735,0.00014093,16.833,66
3.7821,0.20822,0.78942,0.94245,1.3344,0.29334,0.21424,0.89443,0.0011272,0.99739,0.0001409,16.832,66.1
3.7822,0.20821,0.7894,0.94249,1.3345,0.29335,0.21425,0.89443,0.0011271,0.99743,0.00014088,16.832,66.2
3.7823,0.20821,0.78938,0.94253,1.3345,0.29336,0.21426,0.89443,0.0011271,0.99747,0.00014086,16.832,66.3
3.7824,0.20821,0.78936,0.94257,1.3346,0.29337,0.21426,0.89443,0.0011271,0.99751,0.00014083,16.832,66.4
3.7825,0.2082,0.78935,0.94261,1.3347,0.29338,0.21427,0.89443,0.001127,0.99756,0.00014081,16.831,66.5
3.7826,0.2082,0.78933,0.94265,1.3347,0.2934,0.21428,0.89443,0.001127,0.9976,0.00014079,16.831,66.6
3.7827,0.2082,0.78931,0.94269,1.3348,0.29341,0.21429,0.89443,0.0011269,0.99764,0.00014076,16.831,66.7
3.7828,0.2082,0.78929,0.94272,1.3348,0.29342,0.2143,0.89443,0.0011269,0.99768,0.00014074,16.831,66.8
3.7829,0.20819,0.78928,0.94276,1.3349,0.29343,0.21431,0.89443,0.0011269,0.99772,0.00014072,16.831,66.9
3.783,0.20819,0.78926,0.9428,1.3349,0.29345,0.21432,0.89443,0.0011268,0.99776,0.0001407,16.83,67
3.7831,0.20819,0.78925,0.94284,1.335,0.29346,0.21433,0.89443,0.0011268,0.9978,0.00014067,16.83,67.1
3.7832,0.20819,0.78923,0.94288,1.3351,0.29347,0.21433,0.89443,0.0011267,0.99784,0.00014065,16.83,67.2
3.7833,0.20818,0.78921,0.94292,1.3351,0.29348,0.21434,0.89443,0.0011267,0.99789,0.00014063,16.83,67.3
3.7834,0.20818,0.7892,0.94295,1.3352,0.29349,0.21435,0.89443,0.0011267,0.99793,0.0001406,16.829,67.4
3.7835,0.20818,0.78918,0.94299,1.3352,0.29351,0.21436,0.89443,0.0011266,0.99797,0.00014058,16.829,67.5
3.7836,0.20818,0.78917,0.94303,1.3353,0.29352,0.21437,0.89443,0.0011266,0.99801,0.00014056,16.829,67.6
3.7837,0.20817,0.78915,0.94307,1.3354,0.29353,0.21438,0.89443,0.0011265,0.99805,0.00014054,16.829,67.7
3.7838,0.20817,0.78914,0.94311,1.3354,0.29354,0.21439,0.89443,0.0011265,0.99809,0.00014051,16.829,67.8
3.7839,0.20817,0.78912,0.94315,1.3355,0.29355,0.2144,0.89443,0.0011265,0.99813,0.00014049,16.828,67.9
3.784,0.20817,0.78911,0.94319,1.3355,0.29357,0.21441,0.89443,0.0011264,0.99817,0.00014047,16.828,68
3.7841,0.20816,0.78909,0.94322,1.3356,0.29358,0.21441,0.89443,0.0011264,0.99822,0.00014045,16.828,68.1
3.7842,0.20816,0.78908,0.94326,1.3356,0.29359,0.21442,0.89443,0.0011263,0.99826,0.00014043,16.828,68.2
3.7843,0.20816,0.78906,0.9433,1.3357,0.2936,0.21443,0.89443,0.0011263,0.9983,0.0001404,16.828,68.3
3.7844,0.20816,0.78905,0.94334,1.3358,0.29361,0.21444,0.89443,0.0011263,0.99834,0.00014038,16.827,68.4
3.7845,0.20815,0.78903,0.94338,1.3358,0.29363,0.21445,0.89443,0.0011262,0.99838,0.00014036,16.827,68.5
3.7846,0.20815,0.78902,0.94342,1.3359,0.29364,0.21446,0.89443,0.0011262,0.99842,0.00014034,16.827,68.6
3.7847,0.20815,0.78901,0.94346,1.3359,0.29365,0.21447,0.89443,0.0011261,0.99846,0.00014032,16.827,68.7
3.7848,0.20815,0.78899,0.94349,1.336,0.29366,0.21448,0.89443,0.0011261,0.9985,0.0001403,16.827,68.8
3.7849,0.20814,0.78898,0.94353,1.3361,0.29368,0.21448,0.89443,0.0011261,0.99854,0.00014027,16.826,68.9
3.785,0.20814,0.78896,0.94357,1.3361,0.29369,0.21449,0.89443,0.001126,0.99858,0.00014025,16.826,69
3.7851,0.20814,0.78895,0.94361,1.3362,0.2937,0.2145,0.89443,0.001126,0.99862,0.00014023,16.826,69.1
3.7852,0.20814,0.78894,0.94365,1.3362,0.29371,0.21451,0.89443,0.0011259,0.99866,0.00014021,16.826,69.2
3.7853,0.20813,0.78893,0.94369,1.3363,0.29372,0.21452,0.89443,0.0011259,0.9987,0.00014019,16.826,69.3
3.7854,0.20813,0.78891,0.94373,1.3363,0.29374,0.21453,0.89443,0.0011259,0.99874,0.00014017,16.825,69.4
3.7855,0.20813,0.7889,0.94376,1.3364,0.29375,0.21454,0.89443,0.0011258,0.99878,0.00014015,16.825,69.5
3.7856,0.20813,0.78889,0.9438,1.3364,0.29376,0.21455,0.89443,0.0011258,0.99882,0.00014013,16.825,69.6
3.7857,0.20812,0.78888,0.94384,1.3365,0.29377,0.21455,0.89443,0.0011257,0.99886,0.00014011,16.825,69.7
3.7858,0.20812,0.78886,0.94388,1.3366,0.29378,0.21456,0.89443,0.0011257,0.9989,0.00014009,16.825,69.8
3.7859,0.20812,0.78885,0.94392,1.3366,0.2938,0.21457,0.89443,0.0011257,0.99894,0.00014007,16.825,69.9
3.786,0.20812,0.78884,0.94396,1.3367,0.29381,0.21458,0.89443,0.0011256,0.99898,0.00014006,16.824,70
3.7861,0.20812,0.78883,0.944,1.3367,0.29382,0.21459,0.89443,0.0011256,0.99902,0.00014004,16.824,70.1
3.7862,0.20811,0.78882,0.94403,1.3368,0.29383,0.2146,0.89443,0.0011255,0.99906,0.00014002,16.824,70.2
3.7863,0.20811,0.7888,0.94407,1.3368,0.29384,0.21461,0.89443,0.0011255,0.9991,0.00014,16.824,70.3
3.7864,0.20811,0.78879,0.94411,1.3369,0.29385,0.21461,0.89443,0.0011254,0.99914,0.00013998,16.824,70.4
3.7865,0.20811,0.78878,0.94415,1.337,0.29387,0.21462,0.89443,0.0011254,0.99918,0.00013997,16.823,70.5
3.7866,0.2081,0.78877,0.94419,1.337,0.29388,0.21463,0.89443,0.0011254,0.99922,0.00013995,16.823,70.6
3.7867,0.2081,0.78876,0.94423,1.3371,0.29389,0.21464,0.89443,0.0011253,0.99925,0.00013993,16.823,70.7
3.7868,0.2081,0.78875,0.94426,1.3371,0.2939,0.21465,0.89443,0.0011253,0.99929,0.00013992,16.823,70.8
3.7869,0.2081,0.78874,0.9443,1.3372,0.29391,0.21466,0.89443,0.0011252,0.99933,0.0001399,16.823,70.9
3.787,0.2081,0.78873,0.94434,1.3372,0.29392,0.21466,0.89443,0.0011252,0.99937,0.00013988,16.823,71
3.7871,0.20809,0.78872,0.94438,1.3373,0.29394,0.21467,0.89443,0.0011252,0.9994,0.00013987,16.822,71.1
3.7872,0.20809,0.78871,0.94442,1.3373,0.29395,0.21468,0.89443,0.0011251,0.99944,0.00013985,16.822,71.2
3.7873,0.20809,0.7887,0.94446,1.3374,0.29396,0.21469,0.89443,0.0011251,0.99948,0.00013984,16.822,71.3
3.7874,0.20809,0.78869,0.94449,1.3374,0.29397,0.2147,0.89443,0.001125,0.99952,0.00013982,16.822,71.4
3.7875,0.20808,0.78868,0.94453,1.3375,0.29398,0.21471,0.89443,0.001125,0.99955,0.00013981,16.822,71.5
3.7876,0.20808,0.78867,0.94457,1.3376,0.29399,0.21471,0.89443,0.001125,0.99959,0.00013979,16.822,71.6
3.7877,0.20808,0.78866,0.94461,1.3376,0.294,0.21472,0.89443,0.0011249,0.99962,0.00013978,16.821,71.7
3.7878,0.20808,0.78865,0.94465,1.3377,0.29401,0.21473,0.89443,0.0011249,0.99966,0.00013977,16.821,71.8
3.7879,0.20808,0.78864,0.94468,1.3377,0.29403,0.21474,0.89443,0.0011248,0.99969,0.00013975,16.821,71.9
3.788,0.20807,0.78863,0.94472,1.3378,0.29404,0.21475,0.89443,0.0011248,0.99973,0.00013974,16.821,72
3.7881,0.20807,0.78862,0.94476,1.3378,0.29405,0.21475,0.89443,0.0011248,0.99976,0.00013973,16.821,72.1
3.7882,0.20807,0.78861,0.9448,1.3379,0.29406,0.21476,0.89443,0.0011247,0.9998,0.00013972,16.821,72.2
3.7883,0.20807,0.7886,0.94483,1.3379,0.29407,0.21477,0.89443,0.0011247,0.99983,0.00013971,16.82,72.3
3.7884,0.20807,0.78859,0.94487,1.338,0.29408,0.21478,0.89443,0.0011247,0.99987,0.0001397,16.82,72.4
3.7885,0.20806,0.78859,0.94491,1.338,0.29409,0.21478,0.89443,0.0011246,0.9999,0.00013968,16.82,72.5
3.7886,0.20806,0.78858,0.94495,1.3381,0.2941,0.21479,0.89443,0.0011246,0.99993,0.00013967,16.82,72.6
3.7887,0.20806,0.78857,0.94498,1.3381,0.29411,0.2148,0.89443,0.0011245,0.99997,0.00013966,16.82,72.7
3.7888,0.20806,0.78856,0.94502,1.3382,0.29412,0.21481,0.89443,0.0011245,1,0.00013965,16.82,72.8
3.7889,0.20806,0.78855,0.94506,1.3382,0.29413,0.21481,0.89443,0.0011245,1,0.00013964,16.819,72.9
3.7889,0.20806,0.78855,0.94509,1.3383,0.29414,0.21482,0.89443,0.0011244,1.0001,0.00013964,16.819,73
3.789,0.20805,0.78854,0.94513,1.3383,0.29415,0.21483,0.89443,0.0011244,1.0001,0.00013963,16.819,73.1
3.7891,0.20805,0.78853,0.94517,1.3384,0.29416,0.21483,0.89443,0.0011243,1.0001,0.00013962,16.819,73.2
3.7892,0.20805,0.78852,0.94521,1.3384,0.29417,0.21484,0.89443,0.0011243,1.0002,0.00013961,16.819,73.3
3.7893,0.20805,0.78851,0.94524,1.3385,0.29418,0.21485,0.89443,0.0011243,1.0002,0.0001396,16.819,73.4
3.7894,0.20805,0.78851,0.94528,1.3385,0.29419,0.21486,0.89443,0.0011242,1.0002,0.0001396,16.819,73.5
3.7895,0.20804,0.7885,0.94531,1.3386,0.2942,0.21486,0.89443,0.0011242,1.0002,0.00013959,16.818,73.6
3.7896,0.20804,0.78849,0.94535,1.3386,0.29421,0.21487,0.89443,0.0011242,1.0003,0.00013958,16.818,73.7
3.7897,0.20804,0.78848,0.94539,1.3387,0.29422,0.21488,0.89443,0.0011241,1.0003,0.00013958,16.818,73.8
3.7898,0.20804,0.78848,0.94542,1.3387,0.29423,0.21488,0.89443,0.0011241,1.0003,0.00013957,16.818,73.9
3.7899,0.20804,0.78847,0.94546,1.3388,0.29424,0.21489,0.89443,0.001124,1.0004,0.00013957,16.818,74
3.79,0.20803,0.78846,0.9455,1.3388,0.29425,0.21489,0.89443,0.001124,1.0004,0.00013956,16.818,74.1
3.7901,0.20803,0.78846,0.94553,1.3389,0.29426,0.2149,0.89443,0.001124,1.0004,0.00013956,16.818,74.2
3.7902,0.20803,0.78845,0.94557,1.3389,0.29427,0.21491,0.89443,0.0011239,1.0004,0.00013955,16.817,74.3
3.7902,0.20803,0.78844,0.9456,1.339,0.29428,0.21491,0.89443,0.0011239,1.0005,0.00013955,16.817,74.4
3.7903,0.20803,0.78844,0.94564,1.339,0.29428,0.21492,0.89443,0.0011239,1.0005,0.00013955,16.817,74.5
3.7904,0.20803,0.78843,0.94567,1.3391,0.29429,0.21493,0.89443,0.0011238,1.0005,0.00013954,16.817,74.6
3.7905,0.20802,0.78842,0.94571,1.3391,0.2943,0.21493,0.89443,0.0011238,1.0006,0.00013954,16.817,74.7
3.7906,0.20802,0.78842,0.94574,1.3392,0.29431,0.21494,0.89443,0.0011238,1.0006,0.00013954,16.817,74.8
3.7907,0.20802,0.78841,0.94578,1.3392,0.29432,0.21494,0.89443,0.0011237,1.0006,0.00013954,16.817,74.9
3.7908,0.20802,0.78841,0.94581,1.3393,0.29433,0.21495,0.89443,0.0011237,1.0006,0.00013953,16.816,75
3.7909,0.20802,0.7884,0.94585,1.3393,0.29434,0.21495,0.89443,0.0011237,1.0007,0.00013953,16.816,75.1
3.7909,0.20802,0.78839,0.94588,1.3393,0.29434,0.21496,0.89443,0.0011236,1.0007,0.00013953,16.816,75.2
3.791,0.20801,0.78839,0.94591,1.3394,0.29435,0.21497,0.89443,0.0011236,1.0007,0.00013953,16.816,75.3
3.7911,0.20801,0.78838,0.94595,1.3394,0.29436,0.21497,0.89443,0.0011236,1.0007,0.00013953,16.816,75.4
3.7912,0.20801,0.78838,0.94598,1.3395,0.29437,0.21498,0.89443,0.0011235,1.0007,0.00013953,16.816,75.5
3.7913,0.20801,0.78837,0.94602,1.3395,0.29438,0.21498,0.89443,0.0011235,1.0008,0.00013953,16.816,75.6
3.7913,0.20801,0.78837,0.94605,1.3396,0.29438,0.21499,0.89443,0.0011235,1.0008,0.00013953,16.815,75.7
3.7914,0.20801,0.78836,0.94608,1.3396,0.29439,0.21499,0.89443,0.0011234,1.0008,0.00013953,16.815,75.8
3.7915,0.208,0.78836,0.94612,1.3396,0.2944,0.215,0.89443,0.0011234,1.0008,0.00013953,16.815,75.9
3.7916,0.208,0.78835,0.94615,1.3397,0.2944,0.215,0.89443,0.0011234,1.0009,0.00013954,16.815,76
3.7917,0.208,0.78835,0.94618,1.3397,0.29441,0.21501,0.89443,0.0011233,1.0009,0.00013954,16.815,76.1
3.7917,0.208,0.78834,0.94621,1.3398,0.29442,0.21501,0.89443,0.0011233,1.0009,0.00013954,16.815,76.2
3.7918,0.208,0.78834,0.94625,1.3398,0.29443,0.21502,0.89443,0.0011233,1.0009,0.00013954,16.815,76.3
3.7919,0.208,0.78833,0.94628,1.3398,0.29443,0.21502,0.89443,0.0011232,1.0009,0.00013954,16.815,76.4
3.792,0.20799,0.78833,0.94631,1.3399,0.29444,0.21503,0.89443,0.0011232,1.001,0.00013955,16.814,76.5
3.792,0.20799,0.78832,0.94634,1.3399,0.29445,0.21503,0.89443,0.0011232,1.001,0.00013955,16.814,76.6
3.7921,0.20799,0.78832,0.94637,1.34,0.29445,0.21503,0.89443,0.0011232,1.001,0.00013955,16.814,76.7
3.7922,0.20799,0.78831,0.94641,1.34,0.29446,0.21504,0.89443,0.0011231,1.001,0.00013956,16.814,76.8
3.7923,0.20799,0.78831,0.94644,1.34,0.29446,0.21504,0.89443,0.0011231,1.001,0.00013956,16.814,76.9
3.7923,0.20799,0.7883,0.94647,1.3401,0.29447,0.21505,0.89443,0.0011231,1.001,0.00013957,16.814,77
3.7924,0.20799,0.7883,0.9465,1.3401,0.29448,0.21505,0.89443,0.001123,1.0011,0.00013957,16.814,77.1
3.7925,0.20798,0.78829,0.94653,1.3401,0.29448,0.21505,0.89443,0.001123,1.0011,0.00013958,16.814,77.2
3.7926,0.20798,0.78829,0.94656,1.3402,0.29449,0.21506,0.89443,0.001123,1.0011,0.00013958,16.813,77.3
3.7926,0.20798,0.78828,0.94659,1.3402,0.29449,0.21506,0.89443,0.001123,1.0011,0.00013959,16.813,77.4
3.7927,0.20798,0.78828,0.94662,1.3402,0.2945,0.21507,0.89443,0.0011229,1.0011,0.00013959,16.813,77.5
3.7928,0.20798,0.78828,0.94665,1.3403,0.29451,0.21507,0.89443,0.0011229,1.0011,0.0001396,16.813,77.6
3.7928,0.20798,0.78827,0.94668,1.3403,0.29451,0.21507,0.89443,0.0011229,1.0012,0.00013961,16.813,77.7
3.7929,0.20797,0.78827,0.94671,1.3403,0.29452,0.21508,0.89443,0.0011228,1.0012,0.00013961,16.813,77.8
3.793,0.20797,0.78826,0.94674,1.3404,0.29452,0.21508,0.89443,0.0011228,1.0012,0.00013962,16.813,77.9
3.793,0.20797,0.78826,0.94677,1.3404,0.29453,0.21508,0.89443,0.0011228,1.0012,0.00013963,16.813,78
3.7931,0.20797,0.78826,0.9468,1.3404,0.29453,0.21509,0.89443,0.0011228,1.0012,0.00013963,16.812,78.1
3.7931,0.20797,0.78825,0.94682,1.3405,0.29454,0.21509,0.89443,0.0011227,1.0012,0.00013964,16.812,78.2
3.7932,0.20797,0.78825,0.94685,1.3405,0.29454,0.21509,0.89443,0.0011227,1.0012,0.00013965,16.812,78.3
3.7933,0.20797,0.78824,0.94688,1.3405,0.29454,0.21509,0.89443,0.0011227,1.0012,0.00013965,16.812,78.4
3.7933,0.20796,0.78824,0.94691,1.3406,0.29455,0.2151,0.89443,0.0011227,1.0013,0.00013966,16.812,78.5
3.7934,0.20796,0.78824,0.94694,1.3406,0.29455,0.2151,0.89443,0.0011226,1.0013,0.00013967,16.812,78.6
3.7934,0.20796,0.78823,0.94696,1.3406,0.29456,0.2151,0.89443,0.0011226,1.0013,0.00013968,16.812,78.7
